,Comments,Date,Product,Ratings,Reviews,Title
3,2 people found this helpful. Was this review helpful to you?, March 26 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"I gave this item 1 star because I had to send it back. Now, I will make this clear that I could have easily received a defective item, however, I do not go back to a design from a particular brand if I don't get one working the way I want it to from the get-go.

These had excellent sound, however, even with the power off these earphones would make a plastic ""clink"" sound. If I gave the wires slack, no noise. Any tension on there and it would make a noise that crackled in my ear. I use these at the gym and hearing that noise was incredibly annoying.

As always, Amazon refunded 100% of the cost which is why I continue to buy from them.",Might have been defective... however....
4,One person found this helpful. Was this review helpful to you?, November 17 2017,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,I've gotten earphones that sound better from the dollar store. They're not very loud & have no bass at all. The music sounds hollow. The only reason I kept them is because it makes no sense to return them since they're cheap. I've only used them once since I bought them. Do not recommend.,No bass at all
5,One person found this helpful. Was this review helpful to you?, May 13 2013,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"I'm giving these 2 stars just because of the price. I ordered the pink ones, that say Sony on them. What I received were black earbuds and I don't even know if they are Sony. They look completely different than even the black ones pictured when choosing which color you wanted. The plain white box they came in had a tiny sticker that said Pink and I think it also said Sony on it...but they sure weren't pink. And they weren't even wrapped in plastic or anything, just thrown in the box with some bubble wrap on top. I understand that they came from a company with Overstock in their name, but honestly they could have taken a little more care with these.
It's more of a hassle to worry about returning them so I'm going to keep them, although the sound quality isn't that great. But as they say, you get what you pay for. But I am very disappointed that they weren't pink.",Not what I ordered...
6,2 people found this helpful. Was this review helpful to you?, August 1 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"So, these earbuds aren't the most impressive looking I've ever seen but they have one thing going for them that all the nice headphones I've owned have not: they are incredibly durable for cheap earbuds. I tend to fall asleep every night watching something on my phone, which is a compromise I made with my partner who cannot stand having the TV on when falling asleep. This means that I have destroyed at least a dozen pairs of earbuds from just the jostling and stretching of the cord that happens over the course of a night. Without fail, I would always get a good two or three weeks of usage before they one earbud would cease working, and then another week before both earbuds were broken.

I don't even remember how I originally got these earbuds, but after a year of using them without the slightest loss in sound quality (n.b. the quality is perfectly fine for this price point, though not necessarily groundbreaking), I felt I needed to order a second set in case I ever lose them.

Now, since not everyone is odd enough to think it's fine to sleep with earbuds so you can watch Cheers until you fall asleep, this durability does pay off in other ways, specifically in surviving being in a pocket or getting twisted during a workout.",Durability beyond the price point
7,Was this review helpful to you?, March 15 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I've bought three of these so far. One set did die and another (the oldest) is getting a little crackly... But they seem to hold up for a while (2 or more years). For the price, I'm certainly pleased.

These fit my ears well, but I'm a smaller guy. If you have bigger ears, these might not hold well.",Three and Counting
8,4 people found this helpful. Was this review helpful to you?, September 6 2015,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"My previous Panasonic earbuds lasted me 4 years and I decided to go with these Sony earphones since the reviews were good, but these did not hold up to their rating. These are super cheap and are not worth the money I paid. I can't even return them either. Do not waste your money on these headphones. They feel cheap and the plastic is not comfortable in your ears. I tried these out and the sound quality is not clear. You can hear this faint static, or hertz hum. These earbuds are not worth $8, do not buy these.","HORRIBLE, DO NOT BUY"
9,3 people found this helpful. Was this review helpful to you?, September 18 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I love these headphones; they are quality and have lasted a long time. They are still kicking almost a year later, and I use them every day for hours.",Great Quality Headphones
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, April 15 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I use my earbuds on my lunch break at work, every day. They get a LOT of use, and
even went through the washer a time or two, and work like new. These are great!","Comfortable, strong, great sound. These are great!"
1,16 people found this helpful. Was this review helpful to you?, June 12 2013,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"They fit in my ear not too tight and not too loose ! i recomend these, THERE LOUD!!!! Blocks out everything els and i hear my music PERFECT :D THEY SHIPPED TO MY HOUSE FAST! in 4 DAYS! Thank Youuu :3 Must Have!!!",THEY WORK GREAT!
2,Was this review helpful to you?, September 4 2017,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"Disappointed!
I'm very disappointed with these ear buds, as I got them to replace my old worn out sony ear buds.
The wires are very thin and the sound is terrible compared to my old ones.
I would think the newer ones would have better sound given the technology advances but NO.
If these would have costed more I would have returned them. But they were only a few bucks so I threw them in my junk drawer.
DO NOT buy!",Disappointed! I'm very disappointed with these ear buds
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, January 12 2018,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"This is the second pair that I've broken in under 2 weeks. You can't just leave them in your pockets, or pull them haphazardly out of your purse because the speaker covers just pop off leaving the little copper interior and wiring hanging out. Plus the sound quality isn't very good. I know they're cheap- but for me they've been highly expensive. I just paid $10/week for bad sound quality.",Just buy ones that will last instead
1,Was this review helpful to you?, January 31 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"These earbuds are very similar to the Apple ones (I don't own any Apple products, but I love their earbuds). I love that they sit securely in my ears without having that little bit that extends into your ear canal. I'm not an audiophile, but the sound quality sounds fine to me. I only wish that the cord was a bit shorter (it's standard length, but that always seems a bit too long to me).",If you're looking for Apple-like earbuds...
2,One person found this helpful. Was this review helpful to you?, April 29 2014,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"I bought a pair of SONY earbuds about 6 years ago and I've had the same pair ever since. I've used this pair nearly every day. I've anticipated them to break, but they haven't, so I decided to order this pair in anticipation for the sad day the crap out on me & I have to put them to rest. The new pair seems quite a bit cheaper from the cord to the plastic on buds. I've noticed with my iPhone the cord has static when the cord is moved around. Have not tried with other sources. Not as good as my other pair so took a few stars off for cheapness of quality.",Slightly Cheap
3,Was this review helpful to you?, October 20 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I have a couple pairs of these i use for my PC for gaming and videos and for my mp3 player when i want to be able to hear whats going on around me. They sound good but more importantly they are very very comfortable. Can easily wear them all day long and barely notice them at all. They are cheap and well worth it buy a couple pairs then if you ruin a pair or lose a pair you have a backup. They are more then cheap enough. I dont use the little foam covers that come with them not sure why anyone would bother with them. When these die i will get another pair just like them or maybe in a different color just for a change.,They sound good but more importantly they are very very comfortable
4,Was this review helpful to you?, February 17 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,The Work... That's about all the good I can say. Horrible sound quality. Even for the cheap price the sound quality is not something I can ever imagining Sony putting its name on. There are literally 50 different Ear Buds for the same price here on amazon. Try any one of those before buying these. I wish I had.,Maybe for listening to lectures these would be acceptable. For Music they are horrid.
5,Was this review helpful to you?, February 26 2017,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"When one of the headphones does not work, it is difficult to give it more than 1 star. We have purchased these, or ones like them, in the past and have found them to be just fine. We prefer the ""buds"" that just sit in your ear over the ""in ear"" type that never like to stay ""in"" our ears. We will try again and change the review if both headphones work.",JUST ONE
6,Was this review helpful to you?, June 19 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"Works great, I have always stuck with this brand. They're comfortable, tangle resistant, and affordable. They usually last me 2-5 years depending on I treat them; if they do break--it's probably because I yanked from far too often from the cracks of my bed frame. Otherwise it's usually human errors.",These are my go to
